UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,AIRCRAFT_TYPE,MONTH
OO,SkyWest Airlines Inc.,SGF,MO,ATL,GA,631,9
OO,SkyWest Airlines Inc.,SGF,MO,ATL,GA,638,9
OO,SkyWest Airlines Inc.,SGF,MO,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SGF,MO,DEN,CO,631,9
OO,SkyWest Airlines Inc.,SGF,MO,DFW,TX,631,9
OO,SkyWest Airlines Inc.,SGF,MO,ORD,IL,629,9
OO,SkyWest Airlines Inc.,SGU,UT,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SGU,UT,DEN,CO,673,9
OO,SkyWest Airlines Inc.,SGU,UT,DFW,TX,631,9
OO,SkyWest Airlines Inc.,SGU,UT,PHX,AZ,631,9
OO,SkyWest Airlines Inc.,SGU,UT,SLC,UT,629,9
OO,SkyWest Airlines Inc.,SGU,UT,SLC,UT,638,9
OO,SkyWest Airlines Inc.,SGU,UT,SLC,UT,673,9
OO,SkyWest Airlines Inc.,SHD,VA,IAD,VA,629,9
OO,SkyWest Airlines Inc.,SHD,VA,LWB,WV,629,9
OO,SkyWest Airlines Inc.,SHR,WY,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SHV,LA,ATL,GA,631,9
OO,SkyWest Airlines Inc.,SHV,LA,ATL,GA,638,9
OO,SkyWest Airlines Inc.,SHV,LA,DFW,TX,631,9
OO,SkyWest Airlines Inc.,SIT,AK,SEA,WA,673,9
OO,SkyWest Airlines Inc.,SJC,CA,AUS,TX,673,9
OO,SkyWest Airlines Inc.,SJC,CA,BOI,ID,673,9
OO,SkyWest Airlines Inc.,SJC,CA,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SJC,CA,DEN,CO,631,9
OO,SkyWest Airlines Inc.,SJC,CA,DEN,CO,673,9
OO,SkyWest Airlines Inc.,SJC,CA,EUG,OR,673,9
OO,SkyWest Airlines Inc.,SJC,CA,LAX,CA,631,9
OO,SkyWest Airlines Inc.,SJC,CA,LAX,CA,673,9
OO,SkyWest Airlines Inc.,SJC,CA,PDX,OR,673,9
OO,SkyWest Airlines Inc.,SJC,CA,PHX,AZ,631,9
OO,SkyWest Airlines Inc.,SJC,CA,PSP,CA,673,9
OO,SkyWest Airlines Inc.,SJC,CA,SAN,CA,673,9
OO,SkyWest Airlines Inc.,SJC,CA,SEA,WA,673,9
OO,SkyWest Airlines Inc.,SJC,CA,SLC,UT,673,9
OO,SkyWest Airlines Inc.,SJC,CA,SNA,CA,673,9
OO,SkyWest Airlines Inc.,SJT,TX,DFW,TX,631,9
OO,SkyWest Airlines Inc.,SLC,UT,ABQ,NM,673,9
OO,SkyWest Airlines Inc.,SLC,UT,BIL,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,BOI,ID,673,9
OO,SkyWest Airlines Inc.,SLC,UT,BTM,MT,629,9
OO,SkyWest Airlines Inc.,SLC,UT,BUR,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,BZN,MT,638,9
OO,SkyWest Airlines Inc.,SLC,UT,BZN,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,CDC,UT,629,9
OO,SkyWest Airlines Inc.,SLC,UT,CNY,UT,629,9
OO,SkyWest Airlines Inc.,SLC,UT,COS,CO,629,9
OO,SkyWest Airlines Inc.,SLC,UT,COS,CO,673,9
OO,SkyWest Airlines Inc.,SLC,UT,CPR,WY,629,9
OO,SkyWest Airlines Inc.,SLC,UT,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SLC,UT,DEN,CO,631,9
OO,SkyWest Airlines Inc.,SLC,UT,DEN,CO,673,9
OO,SkyWest Airlines Inc.,SLC,UT,EKO,NV,629,9
OO,SkyWest Airlines Inc.,SLC,UT,EUG,OR,673,9
OO,SkyWest Airlines Inc.,SLC,UT,FAT,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,FCA,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,GEG,WA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,GTF,MT,629,9
OO,SkyWest Airlines Inc.,SLC,UT,GTF,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,HLN,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,IAH,TX,673,9
OO,SkyWest Airlines Inc.,SLC,UT,IDA,ID,673,9
OO,SkyWest Airlines Inc.,SLC,UT,JAC,WY,673,9
OO,SkyWest Airlines Inc.,SLC,UT,LAX,CA,631,9
OO,SkyWest Airlines Inc.,SLC,UT,LAX,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,LGB,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,LNK,NE,673,9
OO,SkyWest Airlines Inc.,SLC,UT,LWS,ID,629,9
OO,SkyWest Airlines Inc.,SLC,UT,MFR,OR,673,9
OO,SkyWest Airlines Inc.,SLC,UT,MSO,MT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,OAK,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,OKC,OK,638,9
OO,SkyWest Airlines Inc.,SLC,UT,OKC,OK,673,9
OO,SkyWest Airlines Inc.,SLC,UT,OMA,NE,638,9
OO,SkyWest Airlines Inc.,SLC,UT,OMA,NE,673,9
OO,SkyWest Airlines Inc.,SLC,UT,ONT,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,ORD,IL,631,9
OO,SkyWest Airlines Inc.,SLC,UT,ORD,IL,673,9
OO,SkyWest Airlines Inc.,SLC,UT,PDX,OR,673,9
OO,SkyWest Airlines Inc.,SLC,UT,PHX,AZ,631,9
OO,SkyWest Airlines Inc.,SLC,UT,PIH,ID,629,9
OO,SkyWest Airlines Inc.,SLC,UT,PSC,WA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,PSP,CA,638,9
OO,SkyWest Airlines Inc.,SLC,UT,PSP,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,RAP,SD,673,9
OO,SkyWest Airlines Inc.,SLC,UT,RDM,OR,673,9
OO,SkyWest Airlines Inc.,SLC,UT,RNO,NV,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SAN,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SEA,WA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SFO,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SGU,UT,629,9
OO,SkyWest Airlines Inc.,SLC,UT,SGU,UT,638,9
OO,SkyWest Airlines Inc.,SLC,UT,SGU,UT,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SJC,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SMF,CA,673,9
OO,SkyWest Airlines Inc.,SLC,UT,SUN,ID,673,9
OO,SkyWest Airlines Inc.,SLC,UT,TUL,OK,673,9
OO,SkyWest Airlines Inc.,SLC,UT,TUS,AZ,673,9
OO,SkyWest Airlines Inc.,SLC,UT,TWF,ID,629,9
OO,SkyWest Airlines Inc.,SLC,UT,WYS,MT,629,9
OO,SkyWest Airlines Inc.,SLN,KS,HYS,KS,629,9
OO,SkyWest Airlines Inc.,SLN,KS,ORD,IL,629,9
OO,SkyWest Airlines Inc.,SMF,CA,BOI,ID,673,9
OO,SkyWest Airlines Inc.,SMF,CA,LAX,CA,629,9
OO,SkyWest Airlines Inc.,SMF,CA,LAX,CA,673,9
OO,SkyWest Airlines Inc.,SMF,CA,PDX,OR,673,9
OO,SkyWest Airlines Inc.,SMF,CA,PHX,AZ,673,9
OO,SkyWest Airlines Inc.,SMF,CA,SAN,CA,673,9
OO,SkyWest Airlines Inc.,SMF,CA,SEA,WA,673,9
OO,SkyWest Airlines Inc.,SMF,CA,SFO,CA,629,9
OO,SkyWest Airlines Inc.,SMF,CA,SFO,CA,631,9
OO,SkyWest Airlines Inc.,SMF,CA,SFO,CA,673,9
OO,SkyWest Airlines Inc.,SMF,CA,SLC,UT,673,9
OO,SkyWest Airlines Inc.,SNA,CA,SFO,CA,631,9
OO,SkyWest Airlines Inc.,SNA,CA,SFO,CA,673,9
OO,SkyWest Airlines Inc.,SNA,CA,SJC,CA,673,9
OO,SkyWest Airlines Inc.,SNA,CA,STS,CA,673,9
OO,SkyWest Airlines Inc.,SPI,IL,DFW,TX,631,9
OO,SkyWest Airlines Inc.,SPI,IL,FSM,AR,631,9
OO,SkyWest Airlines Inc.,SPI,IL,ORD,IL,629,9
OO,SkyWest Airlines Inc.,STL,MO,DEN,CO,673,9
OO,SkyWest Airlines Inc.,STL,MO,DTW,MI,631,9
OO,SkyWest Airlines Inc.,STL,MO,DTW,MI,638,9
OO,SkyWest Airlines Inc.,STL,MO,IAH,TX,673,9
OO,SkyWest Airlines Inc.,STL,MO,MSP,MN,631,9
OO,SkyWest Airlines Inc.,STL,MO,MSP,MN,638,9
OO,SkyWest Airlines Inc.,STL,MO,MSP,MN,673,9
OO,SkyWest Airlines Inc.,STL,MO,ORD,IL,673,9
OO,SkyWest Airlines Inc.,STS,CA,BUR,CA,673,9
OO,SkyWest Airlines Inc.,STS,CA,LAX,CA,673,9
OO,SkyWest Airlines Inc.,STS,CA,PDX,OR,673,9
OO,SkyWest Airlines Inc.,STS,CA,PHX,AZ,631,9
OO,SkyWest Airlines Inc.,STS,CA,SAN,CA,673,9
OO,SkyWest Airlines Inc.,STS,CA,SEA,WA,673,9
OO,SkyWest Airlines Inc.,STS,CA,SFO,CA,629,9
OO,SkyWest Airlines Inc.,STS,CA,SNA,CA,673,9
OO,SkyWest Airlines Inc.,SUN,ID,DEN,CO,673,9
OO,SkyWest Airlines Inc.,SUN,ID,LAX,CA,673,9
OO,SkyWest Airlines Inc.,SUN,ID,ORD,IL,673,9
OO,SkyWest Airlines Inc.,SUN,ID,SFO,CA,673,9
OO,SkyWest Airlines Inc.,SUN,ID,SLC,UT,673,9
OO,SkyWest Airlines Inc.,SUX,IA,DEN,CO,629,9
OO,SkyWest Airlines Inc.,SUX,IA,ORD,IL,629,9
OO,SkyWest Airlines Inc.,SYR,NY,DTW,MI,631,9
OO,SkyWest Airlines Inc.,SYR,NY,DTW,MI,638,9
OO,SkyWest Airlines Inc.,SYR,NY,ORD,IL,673,9
OO,SkyWest Airlines Inc.,TBN,MO,DEC,IL,629,9
OO,SkyWest Airlines Inc.,TBN,MO,ORD,IL,629,9
OO,SkyWest Airlines Inc.,TRI,TN,ATL,GA,631,9
OO,SkyWest Airlines Inc.,TRI,TN,ATL,GA,638,9
OO,SkyWest Airlines Inc.,TRI,TN,DFW,TX,631,9
OO,SkyWest Airlines Inc.,TUL,OK,DEN,CO,629,9
OO,SkyWest Airlines Inc.,TUL,OK,DEN,CO,673,9
OO,SkyWest Airlines Inc.,TUL,OK,DFW,TX,631,9
OO,SkyWest Airlines Inc.,TUL,OK,IAH,TX,629,9
OO,SkyWest Airlines Inc.,TUL,OK,LAX,CA,673,9
OO,SkyWest Airlines Inc.,TUL,OK,ORD,IL,629,9
OO,SkyWest Airlines Inc.,TUL,OK,ORD,IL,631,9
OO,SkyWest Airlines Inc.,TUL,OK,ORD,IL,673,9
OO,SkyWest Airlines Inc.,TUL,OK,PHX,AZ,673,9
OO,SkyWest Airlines Inc.,TUL,OK,SLC,UT,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,DEN,CO,629,9
OO,SkyWest Airlines Inc.,TUS,AZ,DEN,CO,631,9
OO,SkyWest Airlines Inc.,TUS,AZ,DEN,CO,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,IAH,TX,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,LAX,CA,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,ORD,IL,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,PHX,AZ,631,9
OO,SkyWest Airlines Inc.,TUS,AZ,PHX,AZ,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,SEA,WA,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,SFO,CA,629,9
OO,SkyWest Airlines Inc.,TUS,AZ,SFO,CA,673,9
OO,SkyWest Airlines Inc.,TUS,AZ,SLC,UT,673,9
OO,SkyWest Airlines Inc.,TVC,MI,DEN,CO,673,9
OO,SkyWest Airlines Inc.,TVC,MI,DTW,MI,629,9
OO,SkyWest Airlines Inc.,TVC,MI,DTW,MI,631,9
OO,SkyWest Airlines Inc.,TVC,MI,DTW,MI,638,9
OO,SkyWest Airlines Inc.,TVC,MI,MSP,MN,638,9
OO,SkyWest Airlines Inc.,TVC,MI,ORD,IL,629,9
OO,SkyWest Airlines Inc.,TVC,MI,ORD,IL,673,9
OO,SkyWest Airlines Inc.,TWF,ID,SLC,UT,629,9
OO,SkyWest Airlines Inc.,TYS,TN,DEN,CO,631,9
OO,SkyWest Airlines Inc.,TYS,TN,DEN,CO,673,9
OO,SkyWest Airlines Inc.,TYS,TN,ORD,IL,629,9
OO,SkyWest Airlines Inc.,TYS,TN,ORD,IL,631,9
OO,SkyWest Airlines Inc.,TYS,TN,ORD,IL,673,9
OO,SkyWest Airlines Inc.,VCT,TX,IAH,TX,629,9
OO,SkyWest Airlines Inc.,VEL,UT,DEN,CO,629,9
OO,SkyWest Airlines Inc.,WYS,MT,DEN,CO,629,9
OO,SkyWest Airlines Inc.,WYS,MT,SLC,UT,629,9
OO,SkyWest Airlines Inc.,XNA,AR,ATL,GA,638,9
OO,SkyWest Airlines Inc.,XNA,AR,DEN,CO,629,9
OO,SkyWest Airlines Inc.,XNA,AR,DEN,CO,631,9
OO,SkyWest Airlines Inc.,XNA,AR,DEN,CO,673,9
OO,SkyWest Airlines Inc.,XNA,AR,DFW,TX,631,9
OO,SkyWest Airlines Inc.,XNA,AR,LAX,CA,631,9
OO,SkyWest Airlines Inc.,XNA,AR,LAX,CA,673,9
OO,SkyWest Airlines Inc.,XNA,AR,ORD,IL,629,9
OO,SkyWest Airlines Inc.,XNA,AR,ORD,IL,631,9
OO,SkyWest Airlines Inc.,XNA,AR,ORD,IL,673,9
OO,SkyWest Airlines Inc.,XNA,AR,TBN,MO,629,9
OO,SkyWest Airlines Inc.,XWA,ND,DEN,CO,629,9
OO,SkyWest Airlines Inc.,XWA,ND,DEN,CO,631,9
OO,SkyWest Airlines Inc.,XWA,ND,DEN,CO,673,9
OO,SkyWest Airlines Inc.,XWA,ND,MSP,MN,629,9
OO,SkyWest Airlines Inc.,XWA,ND,MSP,MN,631,9
OO,SkyWest Airlines Inc.,YUM,AZ,DFW,TX,631,9
OO,SkyWest Airlines Inc.,YUM,AZ,PHX,AZ,631,9
OZ,Asiana Airlines Inc.,ANC,AK,JFK,NY,820,9
OZ,Asiana Airlines Inc.,ANC,AK,ORD,IL,820,9
OZ,Asiana Airlines Inc.,ATL,GA,ANC,AK,820,9
OZ,Asiana Airlines Inc.,DFW,TX,SEA,WA,820,9
OZ,Asiana Airlines Inc.,LAX,CA,ANC,AK,820,9
OZ,Asiana Airlines Inc.,LAX,CA,SFO,CA,820,9
OZ,Asiana Airlines Inc.,ORD,IL,ANC,AK,820,9
OZ,Asiana Airlines Inc.,ORD,IL,ATL,GA,820,9
OZ,Asiana Airlines Inc.,ORD,IL,DFW,TX,820,9
OZ,Asiana Airlines Inc.,SFO,CA,ANC,AK,820,9
PAF,Pathfinder Aviation,DIO,AK,OME,AK,368,9
PAF,Pathfinder Aviation,OME,AK,DIO,AK,368,9
PFQ,Asia Pacific,GSO,NC,ONT,CA,622,9
PFQ,Asia Pacific,GUM,TT,HNL,HI,622,9
PFQ,Asia Pacific,HNL,HI,GUM,TT,622,9
PFQ,Asia Pacific,HNL,HI,PPG,TT,622,9
PFQ,Asia Pacific,ONT,CA,GSO,NC,622,9
PFQ,Asia Pacific,PPG,TT,HNL,HI,622,9
PO,Polar Air Cargo Airways,ANC,AK,CVG,KY,627,9
PO,Polar Air Cargo Airways,ANC,AK,CVG,KY,821,9
PO,Polar Air Cargo Airways,ANC,AK,LAX,CA,819,9
PO,Polar Air Cargo Airways,ANC,AK,LAX,CA,821,9
PO,Polar Air Cargo Airways,ANC,AK,MIA,FL,627,9
PO,Polar Air Cargo Airways,ANC,AK,ORD,IL,821,9
PO,Polar Air Cargo Airways,ATL,GA,CVG,KY,625,9
PO,Polar Air Cargo Airways,CVG,KY,ANC,AK,627,9
PO,Polar Air Cargo Airways,CVG,KY,ANC,AK,821,9
PO,Polar Air Cargo Airways,CVG,KY,ATL,GA,625,9
PO,Polar Air Cargo Airways,CVG,KY,CVG,KY,821,9
PO,Polar Air Cargo Airways,CVG,KY,DFW,TX,625,9
PO,Polar Air Cargo Airways,CVG,KY,MIA,FL,627,9
PO,Polar Air Cargo Airways,CVG,KY,PHL,PA,625,9
PO,Polar Air Cargo Airways,DFW,TX,CVG,KY,625,9
PO,Polar Air Cargo Airways,LAX,CA,CVG,KY,627,9
PO,Polar Air Cargo Airways,LAX,CA,CVG,KY,821,9
PO,Polar Air Cargo Airways,MIA,FL,CVG,KY,625,9
PO,Polar Air Cargo Airways,MIA,FL,CVG,KY,627,9
PO,Polar Air Cargo Airways,OPF,FL,MIA,FL,625,9
PO,Polar Air Cargo Airways,ORD,IL,CVG,KY,821,9
PO,Polar Air Cargo Airways,PHL,PA,CVG,KY,625,9
PR,Philippine Airlines Inc.,DQK,NY,EWR,NJ,359,9
PR,Philippine Airlines Inc.,EWR,NJ,DQK,NY,359,9
PR,Philippine Airlines Inc.,LAX,CA,HNL,HI,696,9
PT,Piedmont Airlines,AGS,GA,CLT,NC,675,9
PT,Piedmont Airlines,ALB,NY,ORD,IL,675,9
PT,Piedmont Airlines,ALB,NY,PHL,PA,675,9
PT,Piedmont Airlines,ART,NY,PHL,PA,675,9
PT,Piedmont Airlines,AVL,NC,CLT,NC,675,9
PT,Piedmont Airlines,BOS,MA,MDT,PA,675,9
PT,Piedmont Airlines,BOS,MA,ROC,NY,675,9
PT,Piedmont Airlines,BOS,MA,SYR,NY,675,9
PT,Piedmont Airlines,BUF,NY,PHL,PA,675,9
PT,Piedmont Airlines,CAE,SC,CLT,NC,675,9
PT,Piedmont Airlines,CAE,SC,PHL,PA,675,9
PT,Piedmont Airlines,CHA,TN,CLT,NC,675,9
PT,Piedmont Airlines,CHO,VA,CLT,NC,675,9
PT,Piedmont Airlines,CHO,VA,GSO,NC,675,9
PT,Piedmont Airlines,CLE,OH,PHL,PA,675,9
PT,Piedmont Airlines,CLT,NC,AGS,GA,675,9
PT,Piedmont Airlines,CLT,NC,AVL,NC,675,9
PT,Piedmont Airlines,CLT,NC,CAE,SC,675,9
PT,Piedmont Airlines,CLT,NC,CHA,TN,675,9
PT,Piedmont Airlines,CLT,NC,CHO,VA,675,9
PT,Piedmont Airlines,CLT,NC,CSG,GA,675,9
PT,Piedmont Airlines,CLT,NC,CVG,KY,675,9
PT,Piedmont Airlines,CLT,NC,DAY,OH,675,9
PT,Piedmont Airlines,CLT,NC,ERI,PA,675,9
PT,Piedmont Airlines,CLT,NC,EVV,IN,675,9
PT,Piedmont Airlines,CLT,NC,FAY,NC,675,9
PT,Piedmont Airlines,CLT,NC,FLO,SC,675,9
PT,Piedmont Airlines,CLT,NC,FWA,IN,675,9
PT,Piedmont Airlines,CLT,NC,GSO,NC,675,9
PT,Piedmont Airlines,CLT,NC,GSP,SC,675,9
PT,Piedmont Airlines,CLT,NC,HSV,AL,675,9
PT,Piedmont Airlines,CLT,NC,HTS,WV,675,9
PT,Piedmont Airlines,CLT,NC,LEX,KY,675,9
PT,Piedmont Airlines,CLT,NC,LYH,VA,675,9
PT,Piedmont Airlines,CLT,NC,MDT,PA,675,9
PT,Piedmont Airlines,CLT,NC,MGM,AL,675,9
PT,Piedmont Airlines,CLT,NC,MOB,AL,675,9
PT,Piedmont Airlines,CLT,NC,OAJ,NC,675,9
PT,Piedmont Airlines,CLT,NC,ORF,VA,675,9
PT,Piedmont Airlines,CLT,NC,PGV,NC,675,9
PT,Piedmont Airlines,CLT,NC,PHF,VA,675,9
PT,Piedmont Airlines,CLT,NC,RIC,VA,675,9
PT,Piedmont Airlines,CLT,NC,ROA,VA,675,9
PT,Piedmont Airlines,CLT,NC,SBY,MD,675,9
PT,Piedmont Airlines,CLT,NC,TLH,FL,675,9
PT,Piedmont Airlines,CLT,NC,TRI,TN,675,9
PT,Piedmont Airlines,CLT,NC,TYS,TN,675,9
PT,Piedmont Airlines,CSG,GA,CLT,NC,675,9
PT,Piedmont Airlines,CVG,KY,CLT,NC,675,9
PT,Piedmont Airlines,CVG,KY,ORD,IL,675,9
PT,Piedmont Airlines,CVG,KY,PHL,PA,675,9
PT,Piedmont Airlines,DAY,OH,CLT,NC,675,9
PT,Piedmont Airlines,DAY,OH,ORD,IL,675,9
PT,Piedmont Airlines,DTW,MI,ORD,IL,675,9
PT,Piedmont Airlines,DTW,MI,PHL,PA,675,9
PT,Piedmont Airlines,ERI,PA,AVL,NC,675,9
PT,Piedmont Airlines,ERI,PA,CLT,NC,675,9
PT,Piedmont Airlines,EVV,IN,CLT,NC,675,9
PT,Piedmont Airlines,EVV,IN,GSO,NC,675,9
PT,Piedmont Airlines,FAY,NC,CLT,NC,675,9
PT,Piedmont Airlines,FAY,NC,OAJ,NC,675,9
PT,Piedmont Airlines,FLO,SC,CLT,NC,675,9
PT,Piedmont Airlines,FWA,IN,CLT,NC,675,9
PT,Piedmont Airlines,FWA,IN,PHL,PA,675,9
PT,Piedmont Airlines,GRR,MI,PHL,PA,675,9
PT,Piedmont Airlines,GSO,NC,CLT,NC,675,9
PT,Piedmont Airlines,GSO,NC,ORD,IL,675,9
PT,Piedmont Airlines,GSO,NC,PHL,PA,675,9
PT,Piedmont Airlines,GSO,NC,ROA,VA,675,9
PT,Piedmont Airlines,GSP,SC,CLT,NC,675,9
PT,Piedmont Airlines,GSP,SC,PHL,PA,675,9
PT,Piedmont Airlines,HSV,AL,CLT,NC,675,9
PT,Piedmont Airlines,HTS,WV,CLT,NC,675,9
PT,Piedmont Airlines,ILM,NC,PHL,PA,675,9
PT,Piedmont Airlines,ISP,NY,PHL,PA,675,9
PT,Piedmont Airlines,ITH,NY,PHL,PA,675,9
PT,Piedmont Airlines,LEX,KY,CLT,NC,675,9
PT,Piedmont Airlines,LEX,KY,PHL,PA,675,9
PT,Piedmont Airlines,LYH,VA,CLT,NC,675,9
PT,Piedmont Airlines,MDT,PA,BOS,MA,675,9
PT,Piedmont Airlines,MDT,PA,CLT,NC,675,9
PT,Piedmont Airlines,MDT,PA,ORD,IL,675,9
PT,Piedmont Airlines,MDT,PA,PHL,PA,675,9
PT,Piedmont Airlines,MGM,AL,CLT,NC,675,9
PT,Piedmont Airlines,MHT,NH,PHL,PA,675,9
PT,Piedmont Airlines,MOB,AL,CLT,NC,675,9
PT,Piedmont Airlines,MSN,WI,PHL,PA,675,9
PT,Piedmont Airlines,OAJ,NC,CLT,NC,675,9
PT,Piedmont Airlines,ORD,IL,ALB,NY,675,9
PT,Piedmont Airlines,ORD,IL,CVG,KY,675,9
PT,Piedmont Airlines,ORD,IL,DAY,OH,675,9
PT,Piedmont Airlines,ORD,IL,DTW,MI,675,9
PT,Piedmont Airlines,ORD,IL,GSO,NC,675,9
PT,Piedmont Airlines,ORD,IL,MDT,PA,675,9
PT,Piedmont Airlines,ORD,IL,RIC,VA,675,9
PT,Piedmont Airlines,ORD,IL,ROC,NY,675,9
PT,Piedmont Airlines,ORF,VA,CLT,NC,675,9
PT,Piedmont Airlines,ORF,VA,PHL,PA,675,9
PT,Piedmont Airlines,PGV,NC,CLT,NC,675,9
PT,Piedmont Airlines,PHF,VA,CLT,NC,675,9
PT,Piedmont Airlines,PHL,PA,ALB,NY,675,9
PT,Piedmont Airlines,PHL,PA,ART,NY,675,9
PT,Piedmont Airlines,PHL,PA,BUF,NY,675,9
PT,Piedmont Airlines,PHL,PA,CAE,SC,675,9
PT,Piedmont Airlines,PHL,PA,CLE,OH,675,9
PT,Piedmont Airlines,PHL,PA,CVG,KY,675,9
PT,Piedmont Airlines,PHL,PA,DTW,MI,675,9
PT,Piedmont Airlines,PHL,PA,FWA,IN,675,9
PT,Piedmont Airlines,PHL,PA,GRR,MI,675,9
PT,Piedmont Airlines,PHL,PA,GSO,NC,675,9
PT,Piedmont Airlines,PHL,PA,GSP,SC,675,9
PT,Piedmont Airlines,PHL,PA,ILM,NC,675,9
PT,Piedmont Airlines,PHL,PA,ISP,NY,675,9
PT,Piedmont Airlines,PHL,PA,ITH,NY,675,9
PT,Piedmont Airlines,PHL,PA,LEX,KY,675,9
PT,Piedmont Airlines,PHL,PA,MDT,PA,675,9
PT,Piedmont Airlines,PHL,PA,MHT,NH,675,9
PT,Piedmont Airlines,PHL,PA,MSN,WI,675,9
PT,Piedmont Airlines,PHL,PA,ORF,VA,675,9
PT,Piedmont Airlines,PHL,PA,RIC,VA,675,9
PT,Piedmont Airlines,PHL,PA,ROA,VA,675,9
PT,Piedmont Airlines,PHL,PA,ROC,NY,675,9
PT,Piedmont Airlines,PHL,PA,SBY,MD,675,9
PT,Piedmont Airlines,PHL,PA,SCE,PA,675,9
PT,Piedmont Airlines,PHL,PA,SYR,NY,675,9
PT,Piedmont Airlines,PHL,PA,TYS,TN,675,9
PT,Piedmont Airlines,RIC,VA,CLT,NC,675,9
PT,Piedmont Airlines,RIC,VA,ORD,IL,675,9
PT,Piedmont Airlines,RIC,VA,PHL,PA,675,9
PT,Piedmont Airlines,ROA,VA,CLT,NC,675,9
PT,Piedmont Airlines,ROA,VA,PHL,PA,675,9
PT,Piedmont Airlines,ROC,NY,BOS,MA,675,9
PT,Piedmont Airlines,ROC,NY,ORD,IL,675,9
PT,Piedmont Airlines,ROC,NY,PHL,PA,675,9
PT,Piedmont Airlines,SBY,MD,CLT,NC,675,9
PT,Piedmont Airlines,SBY,MD,PHL,PA,675,9
PT,Piedmont Airlines,SCE,PA,PHL,PA,675,9
PT,Piedmont Airlines,SYR,NY,BOS,MA,675,9
PT,Piedmont Airlines,SYR,NY,PHL,PA,675,9
PT,Piedmont Airlines,SYR,NY,ROC,NY,675,9
PT,Piedmont Airlines,TLH,FL,CLT,NC,675,9
PT,Piedmont Airlines,TRI,TN,CLT,NC,675,9
PT,Piedmont Airlines,TYS,TN,CLT,NC,675,9
PT,Piedmont Airlines,TYS,TN,PHL,PA,675,9
Q5,40-Mile Air,CKX,AK,TKJ,AK,035,9
Q5,40-Mile Air,CZN,AK,TKJ,AK,035,9
Q5,40-Mile Air,CZN,AK,TKJ,AK,035,9
Q5,40-Mile Air,FAI,AK,HKB,AK,035,9
Q5,40-Mile Air,HKB,AK,FAI,AK,035,9
Q5,40-Mile Air,HKB,AK,TKJ,AK,035,9
Q5,40-Mile Air,TKJ,AK,CKX,AK,035,9
Q5,40-Mile Air,TKJ,AK,CZN,AK,035,9
Q5,40-Mile Air,TKJ,AK,CZN,AK,035,9
Q5,40-Mile Air,TKJ,AK,HKB,AK,035,9
QF,Qantas Airways Ltd.,ANC,AK,JFK,NY,820,9
QF,Qantas Airways Ltd.,ANC,AK,LAX,CA,820,9
QF,Qantas Airways Ltd.,ANC,AK,ORD,IL,820,9
QF,Qantas Airways Ltd.,DFW,TX,LAX,CA,820,9
QF,Qantas Airways Ltd.,JFK,NY,ORD,IL,820,9
QF,Qantas Airways Ltd.,LAX,CA,HNL,HI,820,9
QF,Qantas Airways Ltd.,LAX,CA,ORD,IL,820,9
QF,Qantas Airways Ltd.,ORD,IL,DFW,TX,820,9
QF,Qantas Airways Ltd.,ORD,IL,HNL,HI,820,9
QF,Qantas Airways Ltd.,ORD,IL,LAX,CA,820,9
QX,Horizon Air,AKN,AK,ANC,AK,673,9
QX,Horizon Air,ALW,WA,SEA,WA,482,9
QX,Horizon Air,ANC,AK,AKN,AK,673,9
